date,sku_id,category,subcategory,units_sold,on_hand_units,on_order_units,lead_time_days,reorder_point,inventory_position,target_inventory,recommended_order_qty,inventory_risk,recommendation_priority,recommendation
2025-09-15,SKU039,Small Appliances,Toaster,44.0,57.0,0,3.0,195,57.0,195,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-16,SKU039,Small Appliances,Toaster,55.0,2.0,132,3.0,195,134.0,195,61,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-17,SKU039,Small Appliances,Toaster,50.0,0.0,80,3.0,195,80.0,195,115,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-18,SKU039,Small Appliances,Toaster,55.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-19,SKU039,Small Appliances,Toaster,70.0,0.0,168,3.0,195,168.0,195,27,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-20,SKU039,Small Appliances,Toaster,89.0,0.0,65,3.0,195,65.0,195,130,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-21,SKU039,Small Appliances,Toaster,57.0,29.0,0,3.0,195,29.0,195,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-22,SKU039,Small Appliances,Toaster,58.0,0.0,213,3.0,195,213.0,195,0,HEALTHY,LOW,NO_ACTION
2025-09-23,SKU039,Small Appliances,Toaster,54.0,0.0,145,3.0,195,145.0,195,50,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-24,SKU039,Small Appliances,Toaster,69.0,3.0,0,3.0,195,3.0,195,192,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-25,SKU039,Small Appliances,Toaster,52.0,0.0,83,3.0,195,83.0,195,112,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-26,SKU039,Small Appliances,Toaster,81.0,0.0,71,3.0,195,71.0,195,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-27,SKU039,Small Appliances,Toaster,78.0,119.0,0,3.0,195,119.0,195,76,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-28,SKU039,Small Appliances,Toaster,54.0,65.0,183,3.0,195,248.0,195,0,HEALTHY,LOW,NO_ACTION
2025-09-29,SKU039,Small Appliances,Toaster,40.0,25.0,134,3.0,195,159.0,195,36,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-30,SKU039,Small Appliances,Toaster,39.0,38.0,0,3.0,195,38.0,195,157,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-01,SKU039,Small Appliances,Toaster,67.0,0.0,171,3.0,195,171.0,195,24,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-02,SKU039,Small Appliances,Toaster,90.0,0.0,193,3.0,195,193.0,195,2,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-03,SKU039,Small Appliances,Toaster,102.0,28.0,0,3.0,195,28.0,195,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-04,SKU039,Small Appliances,Toaster,105.0,0.0,68,3.0,195,68.0,195,127,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-05,SKU039,Small Appliances,Toaster,75.0,,163,3.0,195,163.0,195,32,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-06,SKU039,Small Appliances,Toaster,78.0,13.0,0,3.0,195,13.0,195,182,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-07,SKU039,Small Appliances,Toaster,84.0,0.0,206,3.0,195,206.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-08,SKU039,Small Appliances,Toaster,69.0,0.0,189,3.0,195,189.0,195,6,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-09,SKU039,Small Appliances,Toaster,100.0,6.0,0,3.0,195,6.0,195,189,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-10,SKU039,Small Appliances,Toaster,85.0,0.0,35,3.0,195,35.0,195,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-11,SKU039,Small Appliances,Toaster,57.0,0.0,212,3.0,195,212.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-12,SKU039,Small Appliances,Toaster,70.0,143.0,0,3.0,195,143.0,195,52,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-13,SKU039,Small Appliances,Toaster,47.0,96.0,122,3.0,195,218.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-14,SKU039,Small Appliances,Toaster,59.0,37.0,29,3.0,195,66.0,195,129,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-15,SKU039,Small Appliances,Toaster,47.0,158.0,0,3.0,195,158.0,195,37,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-16,SKU039,Small Appliances,Toaster,49.0,109.0,82,3.0,195,191.0,195,4,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-17,SKU039,Small Appliances,Toaster,61.0,48.0,173,3.0,195,221.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-18,SKU039,Small Appliances,Toaster,62.0,19.0,0,3.0,195,19.0,195,176,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-19,SKU039,Small Appliances,Toaster,68.0,0.0,147,3.0,195,147.0,195,48,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-20,SKU039,Small Appliances,Toaster,49.0,0.0,210,3.0,195,210.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-21,SKU039,Small Appliances,Toaster,72.0,56.0,0,3.0,195,56.0,195,139,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-22,SKU039,Small Appliances,Toaster,60.0,0.0,212,3.0,195,212.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-23,SKU039,Small Appliances,Toaster,42.0,0.0,168,3.0,195,168.0,195,27,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-24,SKU039,Small Appliances,Toaster,59.0,84.0,0,3.0,195,84.0,195,111,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-25,SKU039,Small Appliances,Toaster,58.0,26.0,192,3.0,195,218.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-26,SKU039,Small Appliances,Toaster,58.0,0.0,207,3.0,195,207.0,195,0,HEALTHY,LOW,NO_ACTION
2025-10-27,SKU039,Small Appliances,Toaster,51.0,144.0,0,3.0,195,144.0,195,51,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-28,SKU039,Small Appliances,Toaster,48.0,96.0,206,3.0,195,302.0,195,0,OVERSTOCK_RISK,LOW,NO_ACTION
2025-10-29,SKU039,Small Appliances,Toaster,84.0,12.0,40,3.0,195,52.0,195,143,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU039,Small Appliances,Toaster,57.0,24.0,0,3.0,195,24.0,195,171,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-31,SKU039,Small Appliances,Toaster,56.0,0.0,79,3.0,195,79.0,195,116,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-01,SKU039,Small Appliances,Toaster,86.0,0.0,214,3.0,195,214.0,195,0,HEALTHY,LOW,NO_ACTION
2025-11-02,SKU039,Small Appliances,Toaster,72.0,0.0,205,3.0,195,205.0,195,0,HEALTHY,LOW,NO_ACTION
2025-11-03,SKU039,Small Appliances,Toaster,49.0,136.0,0,3.0,195,136.0,195,59,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-04,SKU039,Small Appliances,Toaster,47.0,89.0,183,3.0,195,272.0,195,0,HEALTHY,LOW,NO_ACTION
2025-11-05,SKU039,Small Appliances,Toaster,49.0,40.0,114,3.0,195,154.0,195,41,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-06,SKU039,Small Appliances,Toaster,43.0,44.0,0,3.0,195,44.0,195,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-07,SKU039,Small Appliances,Toaster,68.0,0.0,157,3.0,195,157.0,195,38,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-08,SKU039,Small Appliances,Toaster,74.0,0.0,129,3.0,195,129.0,195,66,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-09,SKU039,Small Appliances,Toaster,59.0,47.0,0,3.0,195,47.0,195,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-10,SKU039,Small Appliances,Toaster,44.0,3.0,98,3.0,195,101.0,195,94,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-11,SKU039,Small Appliances,Toaster,56.0,0.0,59,3.0,195,59.0,195,136,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-12,SKU039,Small Appliances,Toaster,60.0,46.0,0,3.0,195,46.0,195,149,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-13,SKU039,Small Appliances,Toaster,63.0,0.0,207,3.0,195,207.0,195,0,HEALTHY,LOW,NO_ACTION
2025-11-14,SKU039,Small Appliances,Toaster,63.0,0.0,66,3.0,195,66.0,195,129,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-15,SKU039,Small Appliances,Toaster,67.0,77.0,0,3.0,195,77.0,195,118,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-16,SKU039,Small Appliances,Toaster,51.0,26.0,149,3.0,195,175.0,195,20,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-17,SKU039,Small Appliances,Toaster,56.0,0.0,102,3.0,195,102.0,195,93,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-18,SKU039,Small Appliances,Toaster,43.0,37.0,0,3.0,195,37.0,195,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-19,SKU039,Small Appliances,Toaster,52.0,0.0,58,3.0,195,58.0,195,137,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-20,SKU039,Small Appliances,Toaster,126.0,0.0,108,3.0,195,108.0,195,87,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-21,SKU039,Small Appliances,Toaster,105.0,20.0,0,3.0,195,20.0,195,175,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-22,SKU039,Small Appliances,Toaster,110.0,0.0,34,3.0,195,34.0,195,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-23,SKU039,Small Appliances,Toaster,69.0,0.0,207,3.0,195,207.0,195,0,HEALTHY,LOW,NO_ACTION
2025-11-24,SKU039,Small Appliances,Toaster,59.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-25,SKU039,Small Appliances,Toaster,112.0,0.0,37,3.0,195,37.0,195,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-26,SKU039,Small Appliances,Toaster,77.0,0.0,158,3.0,195,158.0,195,37,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-27,SKU039,Small Appliances,Toaster,69.0,112.0,0,3.0,195,112.0,195,83,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-28,SKU039,Small Appliances,Toaster,98.0,14.0,116,3.0,195,130.0,195,65,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-29,SKU039,Small Appliances,Toaster,117.0,0.0,90,3.0,195,90.0,195,105,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-30,SKU039,Small Appliances,Toaster,103.0,64.0,0,3.0,195,64.0,195,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-01,SKU039,Small Appliances,Toaster,72.0,0.0,197,3.0,195,197.0,195,0,HEALTHY,LOW,NO_ACTION
2025-12-02,SKU039,Small Appliances,Toaster,98.0,0.0,89,3.0,195,89.0,195,106,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-03,SKU039,Small Appliances,Toaster,62.0,85.0,0,3.0,195,85.0,195,110,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-04,SKU039,Small Appliances,Toaster,74.0,11.0,202,3.0,195,213.0,195,0,HEALTHY,LOW,NO_ACTION
2025-12-05,SKU039,Small Appliances,Toaster,88.0,0.0,157,3.0,195,157.0,195,38,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-06,SKU039,Small Appliances,Toaster,77.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-07,SKU039,Small Appliances,Toaster,66.0,0.0,59,3.0,195,59.0,195,136,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-08,SKU039,Small Appliances,Toaster,67.0,0.0,184,3.0,195,184.0,195,11,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-09,SKU039,Small Appliances,Toaster,77.0,43.0,0,3.0,195,43.0,195,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-10,SKU039,Small Appliances,Toaster,65.0,0.0,73,3.0,195,73.0,195,122,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-11,SKU039,Small Appliances,Toaster,71.0,0.0,44,3.0,195,44.0,195,151,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-12,SKU039,Small Appliances,Toaster,80.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-13,SKU039,Small Appliances,Toaster,77.0,0.0,128,3.0,195,128.0,195,67,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-14,SKU039,Small Appliances,Toaster,89.0,0.0,171,3.0,195,171.0,195,24,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-15,SKU039,Small Appliances,Toaster,83.0,25.0,0,3.0,195,25.0,195,170,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-16,SKU039,Small Appliances,Toaster,74.0,0.0,105,3.0,195,105.0,195,90,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-17,SKU039,Small Appliances,Toaster,112.0,0.0,28,3.0,195,28.0,195,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-18,SKU039,Small Appliances,Toaster,100.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-19,SKU039,Small Appliances,Toaster,126.0,0.0,64,3.0,195,64.0,195,131,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-20,SKU039,Small Appliances,Toaster,111.0,0.0,105,3.0,195,105.0,195,90,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-21,SKU039,Small Appliances,Toaster,108.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-22,SKU039,Small Appliances,Toaster,63.0,0.0,136,3.0,195,136.0,195,59,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU039,Small Appliances,Toaster,98.0,0.0,140,3.0,195,140.0,195,55,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-24,SKU039,Small Appliances,Toaster,85.0,107.0,0,3.0,195,107.0,195,88,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-25,SKU039,Small Appliances,Toaster,95.0,12.0,60,3.0,195,72.0,195,123,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-26,SKU039,Small Appliances,Toaster,116.0,0.0,146,3.0,195,146.0,195,49,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-27,SKU039,Small Appliances,Toaster,121.0,71.0,0,3.0,195,71.0,195,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-28,SKU039,Small Appliances,Toaster,94.0,0.0,206,3.0,195,206.0,195,0,HEALTHY,LOW,NO_ACTION
2025-12-29,SKU039,Small Appliances,Toaster,82.0,0.0,61,3.0,195,61.0,195,134,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-30,SKU039,Small Appliances,Toaster,64.0,86.0,0,3.0,195,86.0,195,109,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-31,SKU039,Small Appliances,Toaster,97.0,0.0,57,3.0,195,57.0,195,138,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-01,SKU039,Small Appliances,Toaster,99.0,0.0,65,3.0,195,65.0,195,130,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-02,SKU039,Small Appliances,Toaster,65.0,0.0,167,3.0,195,167.0,195,28,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-03,SKU039,Small Appliances,Toaster,92.0,99.0,0,3.0,195,99.0,195,96,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-04,SKU039,Small Appliances,Toaster,44.0,55.0,98,3.0,195,153.0,195,42,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-05,SKU039,Small Appliances,Toaster,58.0,0.0,182,3.0,195,182.0,195,13,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-06,SKU039,Small Appliances,Toaster,68.0,93.0,0,3.0,195,93.0,195,102,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-07,SKU039,Small Appliances,Toaster,79.0,14.0,97,3.0,195,111.0,195,84,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-08,SKU039,Small Appliances,Toaster,68.0,0.0,82,3.0,195,82.0,195,113,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-09,SKU039,Small Appliances,Toaster,88.0,81.0,0,3.0,195,81.0,195,114,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-10,SKU039,Small Appliances,Toaster,48.0,33.0,191,3.0,195,224.0,195,0,HEALTHY,LOW,NO_ACTION
2026-01-11,SKU039,Small Appliances,Toaster,86.0,0.0,45,3.0,195,45.0,195,150,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-12,SKU039,Small Appliances,Toaster,59.0,60.0,0,3.0,195,60.0,195,135,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-13,SKU039,Small Appliances,Toaster,76.0,0.0,81,3.0,195,81.0,195,114,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-14,SKU039,Small Appliances,Toaster,74.0,0.0,49,3.0,195,49.0,195,146,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU039,Small Appliances,Toaster,61.0,2.0,0,3.0,195,2.0,195,193,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-16,SKU039,Small Appliances,Toaster,70.0,0.0,186,3.0,195,186.0,195,9,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-17,SKU039,Small Appliances,Toaster,75.0,0.0,160,3.0,195,160.0,195,35,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU039,Small Appliances,Toaster,54.0,162.0,0,3.0,195,162.0,195,33,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-19,SKU039,Small Appliances,Toaster,63.0,99.0,92,3.0,195,191.0,195,4,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-20,SKU039,Small Appliances,Toaster,59.0,40.0,205,3.0,195,245.0,195,0,HEALTHY,LOW,NO_ACTION
2026-01-21,SKU039,Small Appliances,Toaster,66.0,18.0,0,3.0,195,18.0,195,177,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-22,SKU039,Small Appliances,Toaster,60.0,0.0,197,3.0,195,197.0,195,0,HEALTHY,LOW,NO_ACTION
2026-01-23,SKU039,Small Appliances,Toaster,89.0,0.0,37,3.0,195,37.0,195,158,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-24,SKU039,Small Appliances,Toaster,99.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-25,SKU039,Small Appliances,Toaster,70.0,0.0,184,3.0,195,184.0,195,11,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-26,SKU039,Small Appliances,Toaster,55.0,0.0,209,3.0,195,209.0,195,0,HEALTHY,LOW,NO_ACTION
2026-01-27,SKU039,Small Appliances,Toaster,53.0,89.0,0,3.0,195,89.0,195,106,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-28,SKU039,Small Appliances,Toaster,68.0,21.0,195,3.0,195,216.0,195,0,HEALTHY,LOW,NO_ACTION
2026-01-29,SKU039,Small Appliances,Toaster,67.0,0.0,51,3.0,195,51.0,195,144,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-30,SKU039,Small Appliances,Toaster,74.0,122.0,0,3.0,195,122.0,195,73,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-31,SKU039,Small Appliances,Toaster,71.0,51.0,83,3.0,195,134.0,195,61,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-01,SKU039,Small Appliances,Toaster,76.0,0.0,210,3.0,195,210.0,195,0,HEALTHY,LOW,NO_ACTION
2026-02-02,SKU039,Small Appliances,Toaster,43.0,0.0,110,3.0,195,110.0,195,85,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-03,SKU039,Small Appliances,Toaster,82.0,97.0,0,3.0,195,97.0,195,98,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-04,SKU039,Small Appliances,Toaster,69.0,28.0,163,3.0,195,191.0,195,4,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-05,SKU039,Small Appliances,Toaster,59.0,0.0,31,3.0,195,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-06,SKU039,Small Appliances,Toaster,94.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-07,SKU039,Small Appliances,Toaster,57.0,0.0,138,3.0,195,138.0,195,57,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-08,SKU039,Small Appliances,Toaster,69.0,0.0,71,3.0,195,71.0,195,124,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-09,SKU039,Small Appliances,Toaster,72.0,109.0,0,3.0,195,109.0,195,86,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-10,SKU039,Small Appliances,Toaster,89.0,20.0,187,3.0,195,207.0,195,0,HEALTHY,LOW,NO_ACTION
2026-02-11,SKU039,Small Appliances,Toaster,60.0,0.0,31,3.0,195,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-12,SKU039,Small Appliances,Toaster,76.0,69.0,0,3.0,195,69.0,195,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-13,SKU039,Small Appliances,Toaster,85.0,0.0,221,3.0,195,221.0,195,0,HEALTHY,LOW,NO_ACTION
2026-02-14,SKU039,Small Appliances,Toaster,100.0,0.0,131,3.0,195,131.0,195,64,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-15,SKU039,Small Appliances,Toaster,72.0,120.0,0,3.0,195,120.0,195,75,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-16,SKU039,Small Appliances,Toaster,59.0,61.0,49,3.0,195,110.0,195,85,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-17,SKU039,Small Appliances,Toaster,73.0,0.0,169,3.0,195,169.0,195,26,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-18,SKU039,Small Appliances,Toaster,39.0,29.0,0,3.0,195,29.0,195,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-19,SKU039,Small Appliances,Toaster,76.0,0.0,82,3.0,195,82.0,195,113,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-20,SKU039,Small Appliances,Toaster,95.0,0.0,124,3.0,195,124.0,195,71,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-21,SKU039,Small Appliances,Toaster,72.0,138.0,0,3.0,195,138.0,195,57,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-22,SKU039,Small Appliances,Toaster,77.0,61.0,160,3.0,195,221.0,195,0,HEALTHY,LOW,NO_ACTION
2026-02-23,SKU039,Small Appliances,Toaster,72.0,0.0,207,3.0,195,207.0,195,0,HEALTHY,LOW,NO_ACTION
2026-02-24,SKU039,Small Appliances,Toaster,70.0,101.0,0,3.0,195,101.0,195,94,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-25,SKU039,Small Appliances,Toaster,82.0,19.0,174,3.0,195,193.0,195,2,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-26,SKU039,Small Appliances,Toaster,49.0,0.0,194,3.0,195,194.0,195,1,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-27,SKU039,Small Appliances,Toaster,74.0,17.0,0,3.0,195,17.0,195,178,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-28,SKU039,Small Appliances,Toaster,84.0,0.0,181,3.0,195,181.0,195,14,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-01,SKU039,Small Appliances,Toaster,71.0,0.0,192,3.0,195,192.0,195,3,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-02,SKU039,Small Appliances,Toaster,40.0,0.0,172,3.0,195,172.0,195,23,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-03,SKU039,Small Appliances,Toaster,93.0,67.0,0,3.0,195,67.0,195,128,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-04,SKU039,Small Appliances,Toaster,62.0,5.0,64,3.0,195,69.0,195,126,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-05,SKU039,Small Appliances,Toaster,62.0,0.0,214,3.0,195,214.0,195,0,HEALTHY,LOW,NO_ACTION
2026-03-06,SKU039,Small Appliances,Toaster,55.0,28.0,0,3.0,195,28.0,195,167,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-07,SKU039,Small Appliances,Toaster,63.0,0.0,108,3.0,195,108.0,195,87,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-08,SKU039,Small Appliances,Toaster,59.0,0.0,41,3.0,195,41.0,195,154,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-09,SKU039,Small Appliances,Toaster,49.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-10,SKU039,Small Appliances,Toaster,95.0,0.0,60,3.0,195,60.0,195,135,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-11,SKU039,Small Appliances,Toaster,64.0,0.0,148,3.0,195,148.0,195,47,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-12,SKU039,Small Appliances,Toaster,62.0,23.0,0,3.0,195,23.0,195,172,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-13,SKU039,Small Appliances,Toaster,57.0,0.0,199,3.0,195,199.0,195,0,HEALTHY,LOW,NO_ACTION
2026-03-14,SKU039,Small Appliances,Toaster,47.0,0.0,31,3.0,195,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-15,SKU039,Small Appliances,Toaster,115.0,0.0,0,3.0,195,0.0,195,195,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-16,SKU039,Small Appliances,Toaster,68.0,0.0,43,3.0,195,43.0,195,152,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-17,SKU039,Small Appliances,Toaster,68.0,0.0,47,3.0,195,47.0,195,148,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
